01/04/21 (05:45:07) | INFO: New instance of bpytop version 1.0.63 started with pid 136545
10/04/21 (21:39:10) | DEBUG: Init completed in 0.210999 seconds
11/04/21 (00:17:43) | INFO: New instance of bpytop version 1.0.63 started with pid 137813
11/04/21 (00:17:43) | INFO: Loglevel set to DEBUG
11/04/21 (00:17:43) | DEBUG: Using psutil version 5.8.0
11/04/21 (00:17:43) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (00:17:43) | DEBUG: Collect and draw completed in 0.163665 seconds
11/04/21 (00:17:43) | DEBUG: Init completed in 0.245152 seconds
11/04/21 (00:23:17) | INFO: New instance of bpytop version 1.0.63 started with pid 1502
11/04/21 (00:23:17) | INFO: Loglevel set to DEBUG
11/04/21 (00:23:17) | DEBUG: Using psutil version 5.8.0
11/04/21 (00:23:17) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (00:23:17) | DEBUG: Collect and draw completed in 0.197847 seconds
11/04/21 (00:23:17) | DEBUG: Init completed in 0.255772 seconds
11/04/21 (00:58:41) | INFO: New instance of bpytop version 1.0.63 started with pid 21284
11/04/21 (00:58:41) | INFO: Loglevel set to DEBUG
11/04/21 (00:58:41) | DEBUG: Using psutil version 5.8.0
11/04/21 (00:58:41) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (00:58:41) | DEBUG: Collect and draw completed in 0.196256 seconds
11/04/21 (00:58:41) | DEBUG: Init completed in 0.243053 seconds
11/04/21 (19:36:58) | INFO: New instance of bpytop version 1.0.63 started with pid 76230
11/04/21 (19:36:58) | INFO: Loglevel set to DEBUG
11/04/21 (19:36:58) | DEBUG: Using psutil version 5.8.0
11/04/21 (19:36:58) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (19:36:58) | DEBUG: Collect and draw completed in 0.199510 seconds
11/04/21 (19:36:58) | DEBUG: Init completed in 0.252439 seconds
11/04/21 (22:49:16) | INFO: New instance of bpytop version 1.0.63 started with pid 137821
11/04/21 (22:49:16) | INFO: Loglevel set to DEBUG
11/04/21 (22:49:16) | DEBUG: Using psutil version 5.8.0
11/04/21 (22:49:16) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (22:49:16) | INFO: New instance of bpytop version 1.0.63 started with pid 137828
11/04/21 (22:49:16) | INFO: Loglevel set to DEBUG
11/04/21 (22:49:16) | DEBUG: Using psutil version 5.8.0
11/04/21 (22:49:16) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (22:49:16) | DEBUG: Collect and draw completed in 0.084140 seconds
11/04/21 (22:49:16) | DEBUG: Init completed in 0.122149 seconds
11/04/21 (22:49:16) | DEBUG: Collect and draw completed in 0.095422 seconds
11/04/21 (22:49:16) | DEBUG: Init completed in 0.132798 seconds
11/04/21 (22:49:16) | INFO: New instance of bpytop version 1.0.63 started with pid 137844
11/04/21 (22:49:16) | INFO: Loglevel set to DEBUG
11/04/21 (22:49:16) | DEBUG: Using psutil version 5.8.0
11/04/21 (22:49:16) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (22:49:17) | DEBUG: Collect and draw completed in 0.080899 seconds
11/04/21 (22:49:17) | INFO: New instance of bpytop version 1.0.63 started with pid 137858
11/04/21 (22:49:17) | INFO: Loglevel set to DEBUG
11/04/21 (22:49:17) | DEBUG: Using psutil version 5.8.0
11/04/21 (22:49:17) | DEBUG: CMD: /usr/bin/bpytop
11/04/21 (22:49:17) | DEBUG: Collect and draw completed in 0.130419 seconds
12/04/21 (01:00:07) | INFO: New instance of bpytop version 1.0.63 started with pid 198535
12/04/21 (01:00:07) | INFO: Loglevel set to DEBUG
12/04/21 (01:00:07) | DEBUG: Using psutil version 5.8.0
12/04/21 (01:00:07) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (01:00:08) | DEBUG: Collect and draw completed in 0.206127 seconds
12/04/21 (01:00:08) | DEBUG: Init completed in 0.256331 seconds
12/04/21 (05:05:11) | INFO: New instance of bpytop version 1.0.63 started with pid 254627
12/04/21 (05:05:11) | INFO: Loglevel set to DEBUG
12/04/21 (05:05:11) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:05:11) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:05:11) | DEBUG: Collect and draw completed in 0.146273 seconds
12/04/21 (05:05:11) | DEBUG: Init completed in 0.197950 seconds
12/04/21 (05:07:16) | INFO: New instance of bpytop version 1.0.63 started with pid 255366
12/04/21 (05:07:16) | INFO: Loglevel set to DEBUG
12/04/21 (05:07:16) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:07:16) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:09:49) | INFO: New instance of bpytop version 1.0.63 started with pid 256448
12/04/21 (05:09:49) | INFO: Loglevel set to DEBUG
12/04/21 (05:09:49) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:09:49) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:09:58) | INFO: New instance of bpytop version 1.0.63 started with pid 256517
12/04/21 (05:09:58) | INFO: Loglevel set to DEBUG
12/04/21 (05:09:58) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:09:58) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:15:56) | INFO: New instance of bpytop version 1.0.63 started with pid 2019
12/04/21 (05:15:56) | INFO: Loglevel set to DEBUG
12/04/21 (05:15:56) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:15:56) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:15:56) | DEBUG: Collect and draw completed in 0.107936 seconds
12/04/21 (05:15:56) | DEBUG: Init completed in 0.150105 seconds
12/04/21 (05:17:05) | INFO: New instance of bpytop version 1.0.63 started with pid 2481
12/04/21 (05:17:05) | INFO: Loglevel set to DEBUG
12/04/21 (05:17:05) | DEBUG: Using psutil version 5.8.0
12/04/21 (05:17:05) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (05:17:05) | DEBUG: Collect and draw completed in 0.072833 seconds
12/04/21 (05:17:05) | DEBUG: Init completed in 0.120217 seconds
12/04/21 (07:33:33) | INFO: New instance of bpytop version 1.0.63 started with pid 19039
12/04/21 (07:33:33) | INFO: Loglevel set to DEBUG
12/04/21 (07:33:33) | DEBUG: Using psutil version 5.8.0
12/04/21 (07:33:33) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (07:33:34) | DEBUG: Collect and draw completed in 0.162311 seconds
12/04/21 (07:33:34) | DEBUG: Init completed in 0.241305 seconds
12/04/21 (07:33:46) | ERROR: Exception when sending signal 15 to pid 273
12/04/21 (07:33:46) | ERROR: [Errno 1] Operation not permitted
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 5432, in process_keys
    os.kill(pid, sig)
PermissionError: [Errno 1] Operation not permitted
12/04/21 (10:10:10) | INFO: New instance of bpytop version 1.0.63 started with pid 23430
12/04/21 (10:10:10) | INFO: Loglevel set to DEBUG
12/04/21 (10:10:10) | DEBUG: Using psutil version 5.8.0
12/04/21 (10:10:10) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (10:10:10) | DEBUG: Collect and draw completed in 0.107646 seconds
12/04/21 (10:10:10) | DEBUG: Init completed in 0.156926 seconds
12/04/21 (11:34:29) | INFO: New instance of bpytop version 1.0.63 started with pid 50791
12/04/21 (11:34:29) | INFO: Loglevel set to DEBUG
12/04/21 (11:34:29) | DEBUG: Using psutil version 5.8.0
12/04/21 (11:34:29) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (11:34:30) | DEBUG: Collect and draw completed in 0.265157 seconds
12/04/21 (11:34:30) | DEBUG: Init completed in 0.330987 seconds
12/04/21 (11:55:25) | INFO: New instance of bpytop version 1.0.63 started with pid 57170
12/04/21 (11:55:25) | INFO: Loglevel set to DEBUG
12/04/21 (11:55:25) | DEBUG: Using psutil version 5.8.0
12/04/21 (11:55:25) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (11:55:25) | DEBUG: Collect and draw completed in 0.075938 seconds
12/04/21 (11:55:25) | DEBUG: Init completed in 0.121362 seconds
12/04/21 (16:03:37) | INFO: New instance of bpytop version 1.0.63 started with pid 128091
12/04/21 (16:03:37) | INFO: Loglevel set to DEBUG
12/04/21 (16:03:37) | DEBUG: Using psutil version 5.8.0
12/04/21 (16:03:37) | DEBUG: CMD: /usr/bin/bpytop
12/04/21 (16:03:37) | DEBUG: Collect and draw completed in 0.074790 seconds
12/04/21 (16:03:37) | DEBUG: Init completed in 0.124737 seconds
13/04/21 (03:52:54) | INFO: New instance of bpytop version 1.0.63 started with pid 41144
13/04/21 (03:52:54) | INFO: Loglevel set to DEBUG
13/04/21 (03:52:54) | DEBUG: Using psutil version 5.8.0
13/04/21 (03:52:54) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (03:52:54) | DEBUG: Collect and draw completed in 0.083742 seconds
13/04/21 (03:52:55) | DEBUG: Init completed in 0.117846 seconds
13/04/21 (06:14:09) | INFO: New instance of bpytop version 1.0.63 started with pid 62468
13/04/21 (06:14:09) | INFO: Loglevel set to DEBUG
13/04/21 (06:14:09) | DEBUG: Using psutil version 5.8.0
13/04/21 (06:14:09) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (06:14:10) | DEBUG: Collect and draw completed in 0.198987 seconds
13/04/21 (06:14:10) | DEBUG: Init completed in 0.272870 seconds
13/04/21 (06:14:15) | INFO: Exiting. Runtime 0:00:05 

13/04/21 (06:50:56) | INFO: New instance of bpytop version 1.0.63 started with pid 75485
13/04/21 (06:50:56) | INFO: Loglevel set to DEBUG
13/04/21 (06:50:56) | DEBUG: Using psutil version 5.8.0
13/04/21 (06:50:56) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (06:50:56) | DEBUG: Collect and draw completed in 0.093999 seconds
13/04/21 (06:50:56) | DEBUG: Init completed in 0.151916 seconds
13/04/21 (07:02:34) | INFO: New instance of bpytop version 1.0.63 started with pid 79404
13/04/21 (07:02:34) | INFO: Loglevel set to DEBUG
13/04/21 (07:02:34) | DEBUG: Using psutil version 5.8.0
13/04/21 (07:02:34) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (07:02:34) | DEBUG: Collect and draw completed in 0.209655 seconds
13/04/21 (07:02:34) | DEBUG: Init completed in 0.287766 seconds
13/04/21 (07:19:32) | INFO: New instance of bpytop version 1.0.63 started with pid 86082
13/04/21 (07:19:32) | INFO: Loglevel set to DEBUG
13/04/21 (07:19:32) | DEBUG: Using psutil version 5.8.0
13/04/21 (07:19:32) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (07:19:32) | DEBUG: Collect and draw completed in 0.084713 seconds
13/04/21 (07:19:32) | DEBUG: Init completed in 0.127409 seconds
13/04/21 (07:21:02) | INFO: Exiting. Runtime 0:01:30 

13/04/21 (07:21:04) | INFO: New instance of bpytop version 1.0.63 started with pid 86488
13/04/21 (07:21:04) | INFO: Loglevel set to DEBUG
13/04/21 (07:21:04) | DEBUG: Using psutil version 5.8.0
13/04/21 (07:21:04) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (07:21:04) | DEBUG: Collect and draw completed in 0.085252 seconds
13/04/21 (07:21:04) | DEBUG: Init completed in 0.131400 seconds
13/04/21 (07:21:25) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
13/04/21 (07:21:27) | INFO: Exiting. Runtime 0:00:23 

13/04/21 (07:21:31) | INFO: New instance of bpytop version 1.0.63 started with pid 86661
13/04/21 (07:21:31) | INFO: Loglevel set to DEBUG
13/04/21 (07:21:31) | DEBUG: Using psutil version 5.8.0
13/04/21 (07:21:31) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (07:21:31) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
13/04/21 (07:21:31) | DEBUG: Collect and draw completed in 0.088092 seconds
13/04/21 (07:21:31) | DEBUG: Init completed in 0.136686 seconds
13/04/21 (07:58:42) | INFO: New instance of bpytop version 1.0.63 started with pid 97174
13/04/21 (07:58:42) | INFO: Loglevel set to DEBUG
13/04/21 (07:58:42) | DEBUG: Using psutil version 5.8.0
13/04/21 (07:58:42) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (07:58:42) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
13/04/21 (07:58:42) | DEBUG: Collect and draw completed in 0.083022 seconds
13/04/21 (07:58:42) | DEBUG: Init completed in 0.113625 seconds
13/04/21 (09:49:08) | INFO: New instance of bpytop version 1.0.63 started with pid 127016
13/04/21 (09:49:08) | INFO: Loglevel set to DEBUG
13/04/21 (09:49:08) | DEBUG: Using psutil version 5.8.0
13/04/21 (09:49:08) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (09:49:08) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
13/04/21 (09:49:08) | DEBUG: Collect and draw completed in 0.201563 seconds
13/04/21 (09:49:08) | DEBUG: Init completed in 0.251865 seconds
13/04/21 (11:05:00) | INFO: New instance of bpytop version 1.0.63 started with pid 15669
13/04/21 (11:05:00) | INFO: Loglevel set to DEBUG
13/04/21 (11:05:00) | DEBUG: Using psutil version 5.8.0
13/04/21 (11:05:00) | DEBUG: CMD: /usr/bin/bpytop
13/04/21 (11:05:01) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
13/04/21 (11:05:01) | DEBUG: Collect and draw completed in 0.093340 seconds
13/04/21 (11:05:01) | DEBUG: Init completed in 0.160400 seconds
14/04/21 (01:42:35) | INFO: New instance of bpytop version 1.0.63 started with pid 171967
14/04/21 (01:42:35) | INFO: Loglevel set to DEBUG
14/04/21 (01:42:35) | DEBUG: Using psutil version 5.8.0
14/04/21 (01:42:35) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (01:42:35) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (01:42:35) | DEBUG: Collect and draw completed in 0.101127 seconds
14/04/21 (01:42:35) | DEBUG: Init completed in 0.158746 seconds
14/04/21 (02:50:46) | INFO: New instance of bpytop version 1.0.63 started with pid 1372
14/04/21 (02:50:46) | INFO: Loglevel set to DEBUG
14/04/21 (02:50:46) | DEBUG: Using psutil version 5.8.0
14/04/21 (02:50:46) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (02:50:46) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (02:50:46) | DEBUG: Collect and draw completed in 0.148740 seconds
14/04/21 (02:50:46) | DEBUG: Init completed in 0.216056 seconds
14/04/21 (02:51:57) | INFO: New instance of bpytop version 1.0.63 started with pid 1847
14/04/21 (02:51:57) | INFO: Loglevel set to DEBUG
14/04/21 (02:51:57) | DEBUG: Using psutil version 5.8.0
14/04/21 (02:51:57) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (02:51:57) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (02:51:57) | DEBUG: Collect and draw completed in 0.075409 seconds
14/04/21 (02:51:57) | DEBUG: Init completed in 0.120731 seconds
14/04/21 (02:52:57) | INFO: New instance of bpytop version 1.0.63 started with pid 3069
14/04/21 (02:52:57) | INFO: Loglevel set to DEBUG
14/04/21 (02:52:57) | DEBUG: Using psutil version 5.8.0
14/04/21 (02:52:57) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (02:52:57) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (02:52:57) | DEBUG: Collect and draw completed in 0.095284 seconds
14/04/21 (02:52:57) | DEBUG: Init completed in 0.188726 seconds
14/04/21 (03:17:23) | INFO: New instance of bpytop version 1.0.63 started with pid 12975
14/04/21 (03:17:23) | INFO: Loglevel set to DEBUG
14/04/21 (03:17:23) | DEBUG: Using psutil version 5.8.0
14/04/21 (03:17:23) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (03:17:23) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (03:17:24) | DEBUG: Collect and draw completed in 0.318733 seconds
14/04/21 (03:17:24) | DEBUG: Init completed in 0.393587 seconds
14/04/21 (03:19:56) | INFO: New instance of bpytop version 1.0.63 started with pid 14090
14/04/21 (03:19:56) | INFO: Loglevel set to DEBUG
14/04/21 (03:19:56) | DEBUG: Using psutil version 5.8.0
14/04/21 (03:19:56) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (03:19:56) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (03:19:56) | DEBUG: Collect and draw completed in 0.163932 seconds
14/04/21 (03:19:56) | DEBUG: Init completed in 0.227662 seconds
14/04/21 (10:13:41) | INFO: New instance of bpytop version 1.0.63 started with pid 56305
14/04/21 (10:13:41) | INFO: Loglevel set to DEBUG
14/04/21 (10:13:41) | DEBUG: Using psutil version 5.8.0
14/04/21 (10:13:41) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (10:13:42) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (10:13:42) | DEBUG: Collect and draw completed in 0.214625 seconds
14/04/21 (10:13:42) | DEBUG: Init completed in 0.271061 seconds
14/04/21 (11:20:47) | INFO: New instance of bpytop version 1.0.63 started with pid 76878
14/04/21 (11:20:47) | INFO: Loglevel set to DEBUG
14/04/21 (11:20:47) | DEBUG: Using psutil version 5.8.0
14/04/21 (11:20:47) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (11:20:47) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (11:20:47) | DEBUG: Collect and draw completed in 0.091884 seconds
14/04/21 (11:20:47) | DEBUG: Init completed in 0.143998 seconds
14/04/21 (20:28:44) | INFO: New instance of bpytop version 1.0.63 started with pid 117813
14/04/21 (20:28:44) | INFO: Loglevel set to DEBUG
14/04/21 (20:28:44) | DEBUG: Using psutil version 5.8.0
14/04/21 (20:28:44) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (20:28:44) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (20:28:44) | DEBUG: Collect and draw completed in 0.350064 seconds
14/04/21 (20:28:44) | DEBUG: Init completed in 0.505026 seconds
14/04/21 (22:47:01) | INFO: New instance of bpytop version 1.0.63 started with pid 147876
14/04/21 (22:47:01) | INFO: Loglevel set to DEBUG
14/04/21 (22:47:01) | DEBUG: Using psutil version 5.8.0
14/04/21 (22:47:01) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (22:47:01) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (22:47:02) | DEBUG: Collect and draw completed in 0.212849 seconds
14/04/21 (22:47:04) | DEBUG: Init completed in 2.434526 seconds
14/04/21 (22:47:52) | INFO: New instance of bpytop version 1.0.63 started with pid 148115
14/04/21 (22:47:52) | INFO: Loglevel set to DEBUG
14/04/21 (22:47:52) | DEBUG: Using psutil version 5.8.0
14/04/21 (22:47:52) | DEBUG: CMD: /usr/bin/bpytop
14/04/21 (22:47:52) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
14/04/21 (22:47:52) | DEBUG: Collect and draw completed in 0.091417 seconds
14/04/21 (22:47:53) | DEBUG: Init completed in 0.129051 seconds
15/04/21 (03:01:33) | INFO: New instance of bpytop version 1.0.63 started with pid 187733
15/04/21 (03:01:33) | INFO: Loglevel set to DEBUG
15/04/21 (03:01:33) | DEBUG: Using psutil version 5.8.0
15/04/21 (03:01:33) | DEBUG: CMD: /usr/bin/bpytop
15/04/21 (03:01:33) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
15/04/21 (03:01:33) | DEBUG: Collect and draw completed in 0.081301 seconds
15/04/21 (03:01:33) | DEBUG: Init completed in 0.115798 seconds
15/04/21 (03:50:16) | INFO: New instance of bpytop version 1.0.63 started with pid 199704
15/04/21 (03:50:16) | INFO: Loglevel set to DEBUG
15/04/21 (03:50:16) | DEBUG: Using psutil version 5.8.0
15/04/21 (03:50:16) | DEBUG: CMD: /usr/bin/bpytop
15/04/21 (03:50:16) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
15/04/21 (03:50:16) | DEBUG: Collect and draw completed in 0.083118 seconds
15/04/21 (03:50:16) | DEBUG: Init completed in 0.117978 seconds
16/04/21 (08:02:58) | INFO: New instance of bpytop version 1.0.63 started with pid 38183
16/04/21 (08:02:58) | INFO: Loglevel set to DEBUG
16/04/21 (08:02:58) | DEBUG: Using psutil version 5.8.0
16/04/21 (08:02:58) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (08:02:58) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (08:02:58) | DEBUG: Collect and draw completed in 0.153270 seconds
16/04/21 (08:02:58) | DEBUG: Init completed in 0.196586 seconds
16/04/21 (08:56:26) | INFO: New instance of bpytop version 1.0.63 started with pid 61841
16/04/21 (08:56:26) | INFO: Loglevel set to DEBUG
16/04/21 (08:56:26) | DEBUG: Using psutil version 5.8.0
16/04/21 (08:56:26) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (08:56:26) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (08:56:26) | DEBUG: Collect and draw completed in 0.082803 seconds
16/04/21 (08:56:27) | DEBUG: Init completed in 0.126654 seconds
16/04/21 (09:35:19) | INFO: New instance of bpytop version 1.0.63 started with pid 77844
16/04/21 (09:35:19) | INFO: Loglevel set to DEBUG
16/04/21 (09:35:19) | DEBUG: Using psutil version 5.8.0
16/04/21 (09:35:19) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (09:35:19) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (09:35:19) | DEBUG: Collect and draw completed in 0.089046 seconds
16/04/21 (09:35:19) | DEBUG: Init completed in 0.131337 seconds
16/04/21 (10:47:18) | INFO: New instance of bpytop version 1.0.63 started with pid 100154
16/04/21 (10:47:18) | INFO: Loglevel set to DEBUG
16/04/21 (10:47:18) | DEBUG: Using psutil version 5.8.0
16/04/21 (10:47:18) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (10:47:18) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (10:47:18) | DEBUG: Collect and draw completed in 0.199691 seconds
16/04/21 (10:47:18) | DEBUG: Init completed in 0.251907 seconds
16/04/21 (13:20:46) | INFO: New instance of bpytop version 1.0.63 started with pid 133738
16/04/21 (13:20:46) | INFO: Loglevel set to DEBUG
16/04/21 (13:20:46) | DEBUG: Using psutil version 5.8.0
16/04/21 (13:20:46) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (13:20:46) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (13:20:46) | DEBUG: Collect and draw completed in 0.209296 seconds
16/04/21 (13:20:46) | DEBUG: Init completed in 0.271682 seconds
16/04/21 (13:32:13) | INFO: New instance of bpytop version 1.0.63 started with pid 138132
16/04/21 (13:32:13) | INFO: Loglevel set to DEBUG
16/04/21 (13:32:13) | DEBUG: Using psutil version 5.8.0
16/04/21 (13:32:13) | DEBUG: CMD: /usr/bin/bpytop
16/04/21 (13:32:13) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
16/04/21 (13:32:14) | DEBUG: Collect and draw completed in 0.103499 seconds
16/04/21 (13:32:14) | DEBUG: Init completed in 0.149128 seconds
17/04/21 (09:33:54) | INFO: New instance of bpytop version 1.0.63 started with pid 63654
17/04/21 (09:33:54) | INFO: Loglevel set to DEBUG
17/04/21 (09:33:54) | DEBUG: Using psutil version 5.8.0
17/04/21 (09:33:54) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (09:33:54) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (09:33:54) | DEBUG: Collect and draw completed in 0.075610 seconds
17/04/21 (09:33:54) | DEBUG: Init completed in 0.122093 seconds
17/04/21 (09:35:52) | INFO: New instance of bpytop version 1.0.63 started with pid 64831
17/04/21 (09:35:52) | INFO: Loglevel set to DEBUG
17/04/21 (09:35:52) | DEBUG: Using psutil version 5.8.0
17/04/21 (09:35:52) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (09:35:52) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (09:35:52) | DEBUG: Collect and draw completed in 0.081031 seconds
17/04/21 (09:35:52) | DEBUG: Init completed in 0.132889 seconds
17/04/21 (09:36:20) | INFO: Exiting. Runtime 0:00:28 

17/04/21 (09:36:22) | INFO: New instance of bpytop version 1.0.63 started with pid 64954
17/04/21 (09:36:22) | INFO: Loglevel set to DEBUG
17/04/21 (09:36:22) | DEBUG: Using psutil version 5.8.0
17/04/21 (09:36:22) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (09:36:22) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (09:36:22) | DEBUG: Collect and draw completed in 0.073598 seconds
17/04/21 (09:36:22) | DEBUG: Init completed in 0.123871 seconds
17/04/21 (09:51:51) | INFO: New instance of bpytop version 1.0.63 started with pid 71723
17/04/21 (09:51:51) | INFO: Loglevel set to DEBUG
17/04/21 (09:51:51) | DEBUG: Using psutil version 5.8.0
17/04/21 (09:51:51) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (09:51:51) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (09:51:51) | DEBUG: Collect and draw completed in 0.070282 seconds
17/04/21 (09:51:51) | DEBUG: Init completed in 0.113290 seconds
17/04/21 (09:52:18) | INFO: New instance of bpytop version 1.0.63 started with pid 71975
17/04/21 (09:52:18) | INFO: Loglevel set to DEBUG
17/04/21 (09:52:18) | DEBUG: Using psutil version 5.8.0
17/04/21 (09:52:18) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (09:52:18) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (09:52:18) | DEBUG: Collect and draw completed in 0.242971 seconds
17/04/21 (09:52:18) | DEBUG: Init completed in 0.311512 seconds
17/04/21 (11:49:49) | INFO: New instance of bpytop version 1.0.63 started with pid 104529
17/04/21 (11:49:49) | INFO: Loglevel set to DEBUG
17/04/21 (11:49:49) | DEBUG: Using psutil version 5.8.0
17/04/21 (11:49:49) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (11:49:49) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (11:49:49) | DEBUG: Collect and draw completed in 0.246626 seconds
17/04/21 (11:49:50) | DEBUG: Init completed in 0.310938 seconds
17/04/21 (11:50:56) | INFO: Exiting. Runtime 0:01:06 

17/04/21 (14:20:10) | INFO: New instance of bpytop version 1.0.63 started with pid 145615
17/04/21 (14:20:10) | INFO: Loglevel set to DEBUG
17/04/21 (14:20:10) | DEBUG: Using psutil version 5.8.0
17/04/21 (14:20:10) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (14:20:10) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (14:20:11) | DEBUG: Collect and draw completed in 0.199097 seconds
17/04/21 (14:20:11) | DEBUG: Init completed in 0.234821 seconds
17/04/21 (14:37:21) | INFO: New instance of bpytop version 1.0.63 started with pid 153837
17/04/21 (14:37:21) | INFO: Loglevel set to DEBUG
17/04/21 (14:37:21) | DEBUG: Using psutil version 5.8.0
17/04/21 (14:37:21) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (14:37:21) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (14:37:21) | DEBUG: Collect and draw completed in 0.071827 seconds
17/04/21 (14:37:21) | DEBUG: Init completed in 0.101887 seconds
17/04/21 (14:51:05) | INFO: New instance of bpytop version 1.0.63 started with pid 163713
17/04/21 (14:51:05) | INFO: Loglevel set to DEBUG
17/04/21 (14:51:05) | DEBUG: Using psutil version 5.8.0
17/04/21 (14:51:05) | DEBUG: CMD: /usr/bin/bpytop
17/04/21 (14:51:05) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
17/04/21 (14:51:05) | DEBUG: Collect and draw completed in 0.208766 seconds
